	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
201		CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.	
202	CompSci H198s are restricted to students in the ICS or Campuswide Honors Programs. Contact the instructor to obtain an authorization code.																
203	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
204	34401	Sem	1	4	ABDU JYOTHI, S.	TBA	TBA	TBA	30	1		1	0	B and N	Bookstore		OPEN
205	34402	Sem	2	4	ALFARO, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
206	34403	Sem	3	4	AMIRI SANI, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
207	34404	Sem	4	4	BALDI, P.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
208	34405	Sem	5	4	BERG, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
209	34406	Sem	6	4	BIC, L.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
210	34407	Sem	7	4	BOZORGZADEH, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
211	34408	Sem	8	4	BURTSEV, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
212	34409	Sem	9	4	CAREY, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
213	34410	Sem	10	4	CHEN, Q.	TBA	TBA	TBA	30	0		1	0	B and N	Bookstore		OPEN
214	34411	Sem	11	4	DECHTER, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
215	34412	Sem	12	4	DEMSKY, B.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
216	34413	Sem	13	4	DILLENCOURT, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
217	34414	Sem	14	4	DOURISH, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
218	34415	Sem	15	4	DUTT, N.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
219	34416	Sem	16	4	EL ZARKI, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
220	34417	Sem	17	4	EPPSTEIN, D.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
221	34418	Sem	18	4	FOWLKES, C.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
222	34419	Sem	19	4	FOX, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
223	34420	Sem	20	4	FRANZ, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
224	34421	Sem	21	4	GAGO MASAGUE, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
225	34422	Sem	22	4	GASSKO, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
226	34423	Sem	23	4	GIVARGIS, T.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
227	34424	Sem	24	4	GOODRICH, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
228	34425	Sem	25	4	HARRIS, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
229	34426	Sem	26	4	HAYES, W.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
230	34427	Sem	27	4	HIRSCHBERG, D.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
231	34428	Sem	28	4	IBRAHIM, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
232	34429	Sem	29	4	IHLER, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
233	34430	Sem	30	4	IMANI, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
234	34431	Sem	31	4	IRANI, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
235	34432	Sem	32	4	JARECKI, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
236	34433	Sem	33	4	JORDAN, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
237	34434	Sem	34	4	JUN, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
238	34435	Sem	35	4	KASK, K.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
239	34436	Sem	36	4	KLEFSTAD, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
240	34437	Sem	37	4	LEVORATO, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
241	34438	Sem	38	4	LI, C.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
242	34439	Sem	39	4	MAHLKE, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
243	34440	Sem	40	4	MAJUMDER, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
244	34441	Sem	41	4	MANDT, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
245	34442	Sem	42	4	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
246	34443	Sem	43	4	MEHROTRA, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
247	34444	Sem	44	4	MIHAIL, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
248	34445	Sem	45	4	MJOLSNESS, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
249	34446	Sem	46	4	NAWAB, F.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
250	34447	Sem	47	4	NICOLAU, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
251	34448	Sem	48	4	PANAGEAS, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
252	34449	Sem	49	4	PAPAEFTHYMIOU, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
253	34450	Sem	50	4	RAHMANI, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
254	34451	Sem	51	4	REGAN, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
255	34452	Sem	52	4	SHINDLER, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
256	34453	Sem	53	4	SINGH, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
257	34454	Sem	54	4	SMYTH, P.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
258	34455	Sem	55	4	SUDDERTH, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
259	34456	Sem	56	4	THORNTON, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
260	34457	Sem	57	4	TSUDIK, G.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
261	34458	Sem	58	4	VAZIRANI, V.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
262	34459	Sem	59	4	VEIDENBAUM, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
263	34460	Sem	60	4	VENKATASUBRAMA, N.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
264	34461	Sem	61	4	WONG-MA, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
265	34462	Sem	62	4	XIE, X.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
266	34463	Sem	63	4	ZHANG, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
267	34464	Sem	64	4	ZHAO, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
268	34465	Sem	65	4	GAUDIOT, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
269	34466	Sem	66	4	KIA, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
270	34467	Sem	67	4	KRICHMAR, J.	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
271	34468	Sem	68	4	SHEN, Y.	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
272	34469	Sem	69	4	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
273	34470	Sem	70	4	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
274	34471	Sem	71	4	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
275	34472	Sem	72	4	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
276																	
277	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY	CompSci 199 INDIVIDUAL STUDY
278		To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.	
279	To enroll in CompSci 199 Contact the instructor to obtain an authorization code.																
280	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
281	34501	Tut	1	2-5	ABDU JYOTHI, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
282	34502	Tut	2	2-5	ALFARO, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
283	34503	Tut	3	2-5	AMIRI SANI, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
284	34504	Tut	4	2-5	BALDI, P.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
285	34505	Tut	5	2-5	BERG, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
286	34506	Tut	6	2-5	BIC, L.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
287	34507	Tut	7	2-5	BOZORGZADEH, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
288	34508	Tut	8	2-5	BURTSEV, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
289	34509	Tut	9	2-5	CAREY, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
290	34510	Tut	10	2-5	CHANG, P.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
291	34511	Tut	11	2-5	CHEN, Q.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
292	34512	Tut	12	2-5	DECHTER, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
293	34513	Tut	13	2-5	DEMSKY, B.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
294	34514	Tut	14	2-5	DILLENCOURT, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
295	34515	Tut	15	2-5	DOURISH, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
296	34516	Tut	16	2-5	DUTT, N.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
297	34517	Tut	17	2-5	EL ZARKI, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
298	34518	Tut	18	2-5	EPPSTEIN, D.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
299	34519	Tut	19	2-5	FOWLKES, C.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
300	34520	Tut	20	2-5	FOX, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
301	34521	Tut	21	2-5	FRANZ, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
302	34522	Tut	22	2-5	GAGO MASAGUE, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
303	34523	Tut	23	2-5	GASSKO, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
304	34524	Tut	24	2-5	GIVARGIS, T.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
305	34525	Tut	25	2-5	GOODRICH, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
306	34526	Tut	26	2-5	HARRIS, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
307	34527	Tut	27	2-5	HAYES, W.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
308	34528	Tut	28	2-5	HIRSCHBERG, D.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
309	34529	Tut	29	2-5	IBRAHIM, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
310	34530	Tut	30	2-5	IHLER, A.	TBA	TBA	TBA	30	1		1	0	B and N	Bookstore		OPEN
311	34531	Tut	31	2-5	IMANI, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
312	34532	Tut	32	2-5	IRANI, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
313	34533	Tut	33	2-5	JARECKI, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
314	34534	Tut	34	2-5	JORDAN, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
315	34535	Tut	35	2-5	JUN, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
316	34536	Tut	36	2-5	KASK, K.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
317	34537	Tut	37	2-5	KLEFSTAD, R.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
318	34538	Tut	38	2-5	LEVORATO, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
319	34539	Tut	39	2-5	LI, C.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
320	34540	Tut	40	2-5	MAHLKE, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
321	34541	Tut	41	2-5	MAJUMDER, A.	TBA	TBA	TBA	50	0		0	0	B and N	Bookstore		OPEN
322	34542	Tut	42	2-5	MANDT, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
323	34543	Tut	43	2-5	MEENAKSHISUNDA, G.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
324	34544	Tut	44	2-5	MEHROTRA, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
325	34545	Tut	45	2-5	MIHAIL, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
326	34546	Tut	46	2-5	MJOLSNESS, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
327	34547	Tut	47	2-5	NAWAB, F.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
328	34548	Tut	48	2-5	NICOLAU, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
329	34549	Tut	49	2-5	PANAGEAS, I.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
330	34550	Tut	50	2-5	PAPAEFTHYMIOU, M.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
331	34551	Tut	51	2-5	RAHMANI, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
332	34552	Tut	52	2-5	REGAN, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
333	34553	Tut	53	2-5	SHINDLER, M.	TBA	TBA	TBA	30	1		1	0	B and N	Bookstore		OPEN
334	34554	Tut	54	2-5	SINGH, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
335	34555	Tut	55	2-5	SMYTH, P.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
336	34556	Tut	56	2-5	SUDDERTH, E.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
337	34557	Tut	57	2-5	THORNTON, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
338	34558	Tut	58	2-5	TSUDIK, G.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
339	34559	Tut	59	2-5	VAZIRANI, V.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
340	34560	Tut	60	2-5	VEIDENBAUM, A.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
341	34561	Tut	61	2-5	VENKATASUBRAMA, N.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
342	34562	Tut	62	2-5	WONG-MA, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
343	34563	Tut	63	2-5	XIE, X.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
344	34564	Tut	64	2-5	ZHANG, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
345	34565	Tut	65	2-5	ZHAO, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
346	34566	Tut	66	2-5	KIA, S.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
347	34567	Tut	67	2-5	KRICHMAR, J.	TBA	TBA	TBA	30	0		0	0	B and N	Bookstore		OPEN
348	34568	Tut	68	2-5	UMEZAKI, K.	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
349	34569	Tut	69	2-5	SHEN, Y.	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
350	34570	Tut	70	2-5	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
351	34571	Tut	71	2-5	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
352	34572	Tut	72	2-5	STAFF	TBA	TBA	TBA	0	0		0	0	B and N	Bookstore		FULL
353																	
354	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.	CompSci course numbers 200 - 299:  COMPSCI graduate courses will initially be RESTRICTED to majors in the Donald Bren School of Information and Computer Science ONLY. For restriction details and timeline: http://www.ics.uci.edu/grad/sao/Course_updates.php  The Add/Drop Deadline for all COMPSCI graduate courses is 5:00pm, Friday, October 7, 2022. This deadline is strictly enforced.
355	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH	CompSci 200S SEM IN COMPSCI RSCH
356	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
357	34600	Sem	A	1	SINGH, S.CHEN, Q.FOX, R.	F 11:00-11:50	TBA	TBA	100	52	0	55	0	K and S	Bookstore		OPEN
358																	
359	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS	CompSci 201 CRYPTO PROTOCOLS
360	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
361	34610	Lec	A	4	JARECKI, S.	TuTh 11:00-12:20p	PCB 1200	TBA	40	8	0	9	0	K and L	Bookstore		OPEN
362																	
